CNA	Gene	KEGG	Cosmic
chr9_80577172_80838070	GNAQ	African trypanosomiasis_GNAQ,Endocrine and other factor-regulated calcium reabsorption_GNAQ,Long-term depression_GNAQ,Cortisol synthesis and secretion_GNAQ,Renin secretion_GNAQ,Long-term potentiation_GNAQ,Thyroid hormone synthesis_GNAQ,Gastric acid secretion_GNAQ,Insulin secretion_GNAQ,Gap junction_GNAQ,Salivary secretion_GNAQ,GnRH signaling pathway_GNAQ,Circadian entrainment_GNAQ,Aldosterone synthesis and secretion_GNAQ,Pancreatic secretion_GNAQ,Amoebiasis_GNAQ,Inflammatory mediator regulation of TRP channels_GNAQ,Melanogenesis_GNAQ,Chagas disease (American trypanosomiasis)_GNAQ,Glucagon signaling pathway_GNAQ,Parathyroid hormone synthesis, secretion and action_GNAQ,Cholinergic synapse_GNAQ,Serotonergic synapse_GNAQ,Glutamatergic synapse_GNAQ,Sphingolipid signaling pathway_GNAQ,Vascular smooth muscle contraction_GNAQ,Platelet activation_GNAQ,Dopaminergic synapse_GNAQ,Apelin signaling pathway_GNAQ,Estrogen signaling pathway_GNAQ,Adrenergic signaling in cardiomyocytes_GNAQ,Retrograde endocannabinoid signaling_GNAQ,Oxytocin signaling pathway_GNAQ,Cushing's syndrome_GNAQ,cGMP-PKG signaling pathway_GNAQ,Alzheimer's disease_GNAQ,Calcium signaling pathway_GNAQ,Huntington's disease_GNAQ,Rap1 signaling pathway_GNAQ	GNAQ_oncogene
chr9_81972405_83817077	TLE4,LINC01507	NA	NA
chr9_85203172_85696699	RASEF	NA	NA
chr9_86588250_89805382	GAS1,C9orf170,ZCCHC6,SLC28A3,RMI1,GOLM1,LOC494127,C9orf153,NTRK2,HNRNPK,GAS1RR,ISCA1,LOC440173,LOC101927575,AGTPBP1,NAA35,LOC389765,LOC101927623	NA	NA
chr9_1586826_1733420	NA	NA	NA
chr9_1838822_2186153	SMARCA2	Hepatocellular carcinoma_SMARCA2,Thermogenesis_SMARCA2	NA
chr9_2935704_3402382	RFX3,LINC01231	NA	NA
chr9_7017435_7077152	KDM4C	NA	NA
chr9_8021161_8079193	NA	NA	NA
chr10_9929466_10101707	LOC101928298	NA	NA
chr10_10215890_10531996	LOC101928322,CELF2	NA	NA
chr10_11144739_11672646	USP6NL,CELF2-AS1,CELF2-AS2,CELF2	NA	NA
chr10_11935582_12044577	UPF2,PROSER2-AS1	mRNA surveillance pathway_UPF2,RNA transport_UPF2	NA
chr10_13399513_16829424	ACBD7-DCLRE1CP1,C10orf111,MIR1265,PPIAP30,MEIG1,BEND7,CDNF,ACBD7,C1QL3,OLAH,PTER,LOC105376430,HSPA14,FAM107B,MIR4293,NMT2,FRMD4A,DCLRE1CP1,SUV39H2,PRPF18,ITGA8,RPP38,RSU1,DCLRE1C,FAM171A1,FAM188A,LOC101928453	NA	NA
chr10_17380355_17754266	HACD1,STAM,ST8SIA6-AS1,ST8SIA6,STAM-AS1	Biosynthesis of unsaturated fatty acids_HACD1,Fatty acid elongation_HACD1,Fatty acid metabolism_HACD1	NA
chr10_18939270_19061689	ARL5B,NSUN6	NA	NA
chr10_21432325_26449758	OTUD1,LINC01516,LOC100499489,EBLN1,ARMC3,GPR158,KIAA1217,LOC101929073,ARHGAP21,MYO3A,LINC00836,ENKUR,CASC10,SPAG6,C10orf67,BMI1,COMMD3-BMI1,PIP4K2A,MSRB2,DNAJC1,PRTFDC1,C10orf113,LOC100130992,MIR1254-2,THNSL1,MIR603,PTF1A,NEBL,COMMD3,NEBL-AS1,MIR1915,MLLT10,GPR158-AS1,SKIDA1	Signaling pathways regulating pluripotency of stem cells_BMI1/COMMD3-BMI1,Transcriptional misregulation in cancer_BMI1/COMMD3-BMI1,MicroRNAs in cancer_BMI1/COMMD3-BMI1	NA
chr10_27837881_27970327	MKX	NA	NA
chr10_29329104_30821933	MIR604,SVIL,MAP3K8,GOLGA2P6,MIR7162,MIR938,LYZL1,SVIL-AS1,LOC101929279,KIAA1462,MTPAP	T cell receptor signaling pathway_MAP3K8,Toll-like receptor signaling pathway_MAP3K8,TNF signaling pathway_MAP3K8,MAPK signaling pathway_MAP3K8	NA
chr10_32690104_33285713	SNORA86,ITGB1,CCDC7,LOC101929431	Pathogenic Escherichia coli infection_ITGB1,Shigellosis_ITGB1,Arrhythmogenic right ventricular cardiomyopathy (ARVC)_ITGB1,Bacterial invasion of epithelial cells_ITGB1,Leishmaniasis_ITGB1,Pertussis_ITGB1,ECM-receptor interaction_ITGB1,Hypertrophic cardiomyopathy (HCM)_ITGB1,Dilated cardiomyopathy (DCM)_ITGB1,Small cell lung cancer_ITGB1,Leukocyte transendothelial migration_ITGB1,Toxoplasmosis_ITGB1,Platelet activation_ITGB1,Cell adhesion molecules (CAMs)_ITGB1,Phagosome_ITGB1,Tight junction_ITGB1,Axon guidance_ITGB1,Focal adhesion_ITGB1,Proteoglycans in cancer_ITGB1,Rap1 signaling pathway_ITGB1,Regulation of actin cytoskeleton_ITGB1,Human papillomavirus infection_ITGB1,PI3K-Akt signaling pathway_ITGB1	NA
chr10_33510445_33997917	NRP1	Axon guidance_NRP1,HTLV-I infection_NRP1	NA
chr10_34432617_34842810	PARD3	Adherens junction_PARD3,Hippo signaling pathway_PARD3,Tight junction_PARD3,Axon guidance_PARD3,Chemokine signaling pathway_PARD3,Rap1 signaling pathway_PARD3,Endocytosis_PARD3,Neuroactive ligand-receptor interaction_PARD3,Human papillomavirus infection_PARD3	NA
chr10_36462499_37075031	NA	NA	NA
chr10_37224092_37417820	ANKRD30A	NA	NA
chr10_37558425_38721661	LOC100129055,ZNF248,LINC00999,MTRNR2L7,ZNF25,ZNF37A,SEPT7P9,ZNF33A,ZNF33BP1,LINC00993,HSD17B7P2	NA	NA
chr10_41061319_49075978	ZNF485,C10orf25,RASSF4,LOC283028,LINC00839,ZNF487,LOC101929445,FAM25BP,GDF2,LOC105378269,SYT15,ZNF32,ZNF32-AS2,ALOX5,ANXA8,MIR5100,CH17-360D5.1,ZNF37BP,ZNF488,FAM25G,FAM35BP,LOC102724593,HNRNPA3P1,LINC00842,LOC107001062,GLUD1P7,CSGALNACT2,ZNF32-AS3,HNRNPF,RSU1P2,RBP3,LOC105378292,ANXA8L1,ANKRD30BP3,TMEM72,LOC102724323,AGAP4,LINC01518,ZNF32-AS1,NPY4R,GDF10,GPRIN2,LOC441666,BMS1,MIR3156-1,ZNF239,CXCL12,RASGEF1A,HNRNPA1P33,FXYD4,C10orf10,MARCH8,LOC102724264,WASHC2C,LINC01264,ZFAND4,BMS1P5,LINC00841,ANTXRLP1,FAM25C,LINC00619,OR13A1,PTPN20,TMEM72-AS1,BMS1P6,ANTXRL,C10orf142,CTSLP2,RET,CCNYL2,FAM35DP,FRMPD2B,ZNF22,AGAP9,ZNF33B,LINC00840	NA	RET_oncogene/fusion
chr10_49350722_54939612	PARG,LOC102724719,VSTM4,LRRC18,PARGP1,PRKG1-AS1,MBL2,MIR605,SGMS1-AS1,CHAT,A1CF,PRKG1,AGAP7P,SLC18A3,FAM170B-AS1,C10orf128,TIMM23B,LINC01468,FAM21EP,C10orf53,MSMB,WDFY4,C10orf71,AGAP6,FAM170B,TIMM23,SGMS1,DRGX,PGBD3,MAPK8,FRMPD2,OGDHL,WASHC2A,ASAH2B,NCOA4,ARHGAP22,MIR4294,C10orf71-AS1,ASAH2,CSTF2T,DKK1,ERCC6	NA	NCOA4_TSG/fusion
chr10_55038135_57079102	LOC105378311,PCDH15,MIR548F1	NA	NA
chr10_59164059_59560877	NA	NA	NA
chr10_60679402_60872416	LINC00844	NA	NA
chr10_61086920_61489047	FAM13C,SLC16A9	NA	NA
chr10_61492888_61628176	CCDC6,MRLN	Thyroid cancer_CCDC6	CCDC6_TSG
chr10_63637081_64128881	RTKN2,LOC283045,ARID5B	NA	NA
chr10_65353634_65529066	REEP3	NA	NA
chr10_66877260_70732858	STOX1,MYPN,HERC4,LINC01515,TET1,SNORD98,SIRT1,MIR1254-1,CCAR1,SLC25A16,DNA2,MIR7151,DNAJC12,ATOH7,POU5F1P5,LRRTM3,CTNNA3,LOC101928961,HNRNPH3,RUFY2,DDX21,DDX50,PBLD	NA	TET1_oncogene/TSG
chr10_71165458_81052320	KCNMA1,PCBD1,SYNPO2L,CFAP70,P4HA1,EIF4EBP2,LRRC20,VCL,ZMIZ1-AS1,KCNMA1-AS3,PLAU,DNAJC9-AS1,C10orf55,NUDT13,DNAJC9,CDH23,POLR3A,TSPAN15,LINC00856,AGAP5,UNC5B,PALD1,UNC5B-AS1,DNAJB12,SAMD8,PPP3CB,DDIT4,PSAP,PLA2G12B,LINC00595,ZMIZ1,TACR2,LOC105378349,DUPD1,CDH23-AS1,ADAMTS14,BMS1P4,ZSWIM8,DLG5,SLC29A3,AIFM2,C10orf105,MIR7152,CHCHD1,H2AFY2,SEC24C,NODAL,LOC101929234,NDST2,C10orf35,LOC102723439,SGPL1,ZNF503-AS2,NEUROG3,PRF1,MSS51,MIR606,ASCC1,COMTD1,GLUD1P3,MCU,KCNMA1-AS1,SPOCK2,ANXA7,MYOZ1,TYSND1,AP3M1,ANAPC16,PPA1,MICU1,SAR1A,MIR4676,ADK,RPS24,FUT11,LOC105378367,ZSWIM8-AS1,ZNF503-AS1,ECD,KCNMA1-AS2,MRPS16,NPFFR1,OIT3,FAM149B1,ZNF503,COL13A1,CAMK2G,KAT6B,VDAC2,CHST3,DLG5-AS1,DUSP13,VSIR,C10orf11,PPP3CB-AS1,TBATA,USP54,LOC101929165	NA	KAT6B_TSG/fusion
chr11_158698_14852479	TSSC2,C11orf16,KRTAP5-4,TSPAN32,CYB5R2,RRAS2,ZNF143,KCNQ1-AS1,OR5P3,OR51L1,RIC3,ART1,SLC22A18AS,OR6A2,C11orf42,CD81-AS1,PHRF1,CTR9,INS-IGF2,ILK,SLC25A22,CD151,MIR8070,KCNQ1OT1,POLR2L,PPFIBP2,SIGIRR,SNORA23,MOB2,CSNK2A3,OR51V1,LOC101928008,CHRNA10,RNH1,OR56B4,EPS8L2,COPB1,MUC5B,OR52R1,OR51E2,SCGB1C2,SMPD1,RASSF7,TH,OR2D3,OR2AG2,INS,DENND5A,RBMXL2,PRKCDBP,NUP98,DEAF1,MUC2,ZBED5-AS1,OR52J3,USP47,AKIP1,C11orf21,LOC171391,OR51A2,OR56A3,ANO9,KRTAP5-1,ODF3,OR5P2,IFITM3,MTRNR2L8,ASCL3,SPON1,TMEM9B-AS1,RRP8,LINC01150,TIMM10B,OR51D1,MIR5691,TSSC4,OR52K1,FAM99B,OR52B2,CHID1,LSP1,TEAD1,BET1L,TRIM22,LRRC56,PSMD13,B4GALNT4,MIR6124,OR51A4,CEND1,HOTS,OVCH2,IRF7,SCUBE2,ASCL2,TNNI2,MIR210,OR51B4,PSMA1,MIR302E,SLC22A18,SNORD131,RNF141,OR56A5,ADM,RASSF10,IGF2,TRIM34,DKK3,KRTAP5-5,LOC101928132,TMEM9B,OLFM5P,C11orf40,OR52M1,MIR4485,MRGPRG,TRIM6-TRIM34,TRIM21,SBF2,SCGB1C1,OR52E8,TALDO1,MRVI1,MUC5AC,IGF2-AS,SNORA52,OR10A2,HPX,HBD,LOC101927503,MIR6743,OR51Q1,TPP1,OR56A1,OR52N2,NAP1L4,KRTAP5-2,H19,OR52E4,MUC6,MRGPRG-AS1,TRPC2,MRPL23-AS1,CAND1.11,DCHS1,OR51S1,PIDD1,RIC8A,TRIM66,OR51B2,BGLT3,LOC283299,PDDC1,TNNT3,SBF2-AS1,LYVE1,TUB,STK33,SWAP70,MIR675,UBQLN3,PKP3,MRPL23,OR7E12P,OR51G2,MIR4687,TSPAN4,OR51F1,TOLLIP,TRIM3,OR52A1,MIR7847,OR52W1,NLRP6,LMO1,PGAP2,BTBD10,MIR4299,EIF4G2,FAM160A2,PARVA,EIF3F,OR10A5,OR51T1,PGGHG,OR52E6,HRAS,KRTAP5-6,MIR4298,OR52N5,CCKBR,OR10A6,SCT,OR52A5,OR52D1,CTSD,LOC102724784,ZNF195,MRPL17,SNORD97,TUB-AS1,NLRP10,IFITM1,HBE1,MICAL2,MRVI1-AS1,STIM1,FAR1,OR51B5,KRTAP5-AS1,APBB1,HBBP1,TMEM80,IFITM5,MICALCL,IPO7,OR51I2,LOC105376554,BRSK2,SNORA3B,TAF10,LINC00958,OR5E1P,PANO1,LOC101928053,OR10A3,SYT9,PTDSS2,CNGA4,OR52I1,OR52B6,TOLLIP-AS1,ARFIP2,OR52N1,RPLP2,MMP26,OR52N4,MIR483,AP2A2,OR51A7,ZNF214,UBQLNL,OR52L1,GVINP1,MIR6744,SYT8,OR56B1,KRTAP5-3,ARNTL,OR51G1,CD81,OLFML1,OR51E1,LOC101927708,DRD4,OR51B6,CRACR2B,OR51F2,OR2D2,LOC100506082,AMPD3,TMEM41B,RPL27A,ST5,CASC23,TRIM5,FAM99A,PTH,OR10A4,LMNTD2,CARS,CDHR5,TRPM5,GALNT18,HBG2,PHLDA2,OR52I2,DNHD1,MIR4686,LOC143666,KCNQ1,WEE1,TRIM6,NLRP14,RHOG,HBB,PNPLA2,OR52E2,MRGPRE,MIR210HG,OR51M1,ZBED5,KRT8P41,ART5,ZNF215,OR56A4,HBG1,SNORA3A,RRM1,KCNQ1DN,NRIP3,LOC644656,OR2AG1,OR52B4,DUSP8,PDE3B,TRIM68,OSBPL5,LINC01219,IFITM10,OR52K2,CDKN1C,LOC100506258,OR51I1,IFITM2,SIRT3,OR52H1,LOC440028,SNORA54	Olfactory transduction_OR5P3/OR51L1/OR6A2/OR51V1/OR56B4/OR52R1/OR51E2/OR2D3/OR2AG2/OR52J3/OR51A2/OR56A3/OR5P2/OR51D1/OR52K1/OR52B2/OR51A4/OR51B4/OR56A5/OR52M1/OR52E8/OR10A2/OR51Q1/OR56A1/OR52N2/OR52E4/OR51S1/OR51B2/OR51G2/OR51F1/OR52A1/OR52W1/OR10A5/OR51T1/OR52E6/OR52N5/OR10A6/OR52A5/OR52D1/OR51B5/OR51I2/OR10A3/CNGA4/OR52I1/OR52B6/OR52N1/OR52N4/OR51A7/OR52L1/OR56B1/OR51G1/OR51E1/OR51B6/OR51F2/OR2D2/OR10A4/OR52I2/OR52E2/OR51M1/OR56A4/OR2AG1/OR52B4/OR52K2/OR51I1/OR52H1	NUP98_oncogene/fusion,LMO1_oncogene/fusion,HRAS_oncogene,CARS_TSG/fusion
chr11_19110303_20606210	E2F8,NAV2-AS4,DBX1,LOC100126784,NAV2-AS2,MIR4486,NAV2,NAV2-AS5,HTATIP2,MIR4694,ZDHHC13,CSRP3,PRMT3	NA	NA
chr11_21327906_42449248	FSHB,CD44,BBOX1-AS1,FIBIN,DCDC1,BBOX1,LOC105376599,C11orf91,CSTF3-AS1,ELP4,WT1,MPPED2,EHF,LOC105376671,APIP,ABTB2,DEPDC7,TCP11L1,TRAF6,LINC00678,CAT,SLC1A2,CD59,LOC101928591,NAT10,ELF5,SLC5A12,LMO2,QSER1,CCDC34,SVIP,LOC105376633,BDNF-AS,LOC100507205,DCDC5,MIR8054,PAX6,SLC17A6,CAPRIN1,SNORA88,ANO5,LINC01499,NELL1,LOC103312105,CSTF3,BDNF,ANO3,FBXO3,LINC01616,LUZP2,CCDC179,MIR8068,MIR3973,LINC00294,LRRC4C,PAMR1,LIN7C,RCN1,HIPK3,ARL14EP,IMMP1L,COMMD9,DNAJC24,RAG2,FBXO3-AS1,LINC01495,RAG1,EIF3M,LOC100506675,MIR610,WT1-AS,MIR1343,CCDC73,LGR4,LINC01493,FANCF,PRR5L,FJX1,MIR8087,PRRG4,LOC101928510,TRIM44,LDLRAD3,KIF18A,DKFZp686K1684,LOC100507144,GAS2,METTL15,PDHX,KIAA1549L,KCNA4,PAUPAR,MUC15,C11orf74	NA	LMO2_oncogene/fusion,FANCF_TSG
chr11_42529845_43438747	API5,TTC17,HNRNPKP3	NA	NA
chr11_45555630_46640985	CREB3L1,CHRM4,SLC35C1,LOC101928894,LARGE2,MIR3160-1,AMBRA1,DGKZ,CRY2,MIR3160-2,HARBI1,C11orf94,CHST1,MIR7154,DKFZp779M0652,ATG13,MDK,LOC100507384,MIR4688,PEX16,PHF21A,MAPK8IP1	NA	CREB3L1_TSG
chr11_55714457_55924007	OR8I2,OR5AS1,OR8H2,OR10AG1,OR8J3,OR8H3,OR7E5P,OR5F1	Olfactory transduction_OR8I2/OR5AS1/OR8H2/OR10AG1/OR8J3/OR8H3/OR5F1	NA
chr11_59157786_61569116	MIR3162,TMEM216,LINC00301,STX3,MS4A7,OR5A2,OR10V2P,DDB1,MS4A13,MS4A1,VPS37C,VWCE,MS4A10,DAGLA,FADS1,MS4A8,TKFC,MIR611,TMEM258,TCN1,MS4A5,OR4D9,MYRF,CCDC86,MS4A12,MS4A4A,MIR6503,OOSP2,SDHAF2,MRPL16,MS4A2,PGA3,OR4D11,PPP1R32,SYT7,PRPF19,PGA4,OOSP1,OR10V1,MS4A15,OR4D6,CD6,CYB561A3,FEN1,LRRC10B,GIF,OR4D10,TMEM132A,CPSF7,RPLP0P2,TMEM109,TMEM138,OR5A1,LOC101927495,ZP1,MIR4488,MS4A6E,OSBP,PTGDR2,SLC15A3,MS4A14,MS4A18,PATL1,DKFZP434K028,MS4A3,MS4A6A,CD5,PGA5	Olfactory transduction_OR5A2/OR4D9/OR4D11/OR10V1/OR4D6/OR4D10/OR5A1	NA
chr11_67540379_78005231	CLPB,SHANK2-AS3,OR2AT4,ANO1-AS2,LINC01488,DNAJB13,MIR4459,KCTD21-AS1,INPPL1,TESMIN,IGHMBP2,MYO7A,LOC100287896,C11orf24,LOC100129216,PAK1,PPP6R3,LOC100506113,SHANK2,LOC338694,MRPL21,INTS4,MRGPRF-AS1,GDPD4,ANO1,GUCY2EP,MIR6754,RNF121,LRRC32,FGF3,PDE2A,B3GNT6,SERPINH1,PPFIA1,ARHGEF17,OMP,NEU3,FAM168A,PHOX2A,UVRAG,ZNF705E,FAM86C2P,MIR548K,LOC101928443,MIR4692,SLCO2B1,RELT,LOC102724265,TPCN2,TSKU,LRTOMT,MIR3164,XRRA1,STARD10,MIR7113,UNC93B1,AQP11,SNORD15A,P2RY6,SPCS2,GDPD5,MIR4696,LOC101928837,KLHL35,LRP5,SNORD15B,LINC01537,FGF4,COA4,P2RY2,LOC100133315,MYEOV,C2CD3,MIR6753,RAB6A,NDUFC2-KCTD14,CCND1,USP35,PPME1,KMT5B,PLEKHB1,ANAPC15,KRTAP5-8,FADD,NUMA1,ARRB1,NDUFS8,THAP12,MRGPRD,LOC101928580,CPT1A,KCTD21,CHRDL2,UCP3,FLJ42102,ALDH3B1,POLD3,P4HA3,RSF1,FOLR2,CLNS1A,MRPL48,DHCR7,LAMTOR1,MAP6,FCHSD2,KRTAP5-10,FAM86C1,SHANK2-AS1,WNT11,THRSP,RPS3,DGAT2,MRGPRF,KCNE3,KRTAP5-9,CHKA,PAAF1,FOLR1,GAL,GAB2,ATG16L2,KRTAP5-7,ORAOV1,TCIRG1,CTTN,LOC283214,ARAP1,MOGAT2,MIR548AL,ALG1L9P,MIR3664,EMSY,LOC100506127,FOLR3,MIR326,ALG8,NADSYN1,AAMDC,IL18BP,DEFB108B,ACER3,UCP2,CAPN5,FGF19,LOC100128494,NDUFC2,MIR139,KRTAP5-11,MIR4691,TPBGL,PGM2L1,LIPT2,MIR3165,LOC646029,RNF169,KCTD14	NA	CCND1_oncogene
chr11_281387_4123872	TSSC2,KRTAP5-4,TSPAN32,KCNQ1-AS1,ART1,SLC22A18AS,CD81-AS1,PHRF1,INS-IGF2,SLC25A22,CD151,KCNQ1OT1,POLR2L,SIGIRR,MOB2,CHRNA10,RNH1,EPS8L2,MUC5B,RASSF7,TH,INS,NUP98,DEAF1,MUC2,C11orf21,LOC171391,ANO9,KRTAP5-1,IFITM3,LINC01150,TSSC4,FAM99B,CHID1,LSP1,LRRC56,B4GALNT4,CEND1,HOTS,IRF7,ASCL2,TNNI2,MIR210,SLC22A18,SNORD131,IGF2,KRTAP5-5,MRGPRG,TALDO1,MUC5AC,IGF2-AS,SNORA52,LOC101927503,NAP1L4,KRTAP5-2,H19,MUC6,MRGPRG-AS1,TRPC2,MRPL23-AS1,PIDD1,PDDC1,TNNT3,MIR675,PKP3,MRPL23,OR7E12P,MIR4687,TSPAN4,TOLLIP,MIR7847,NLRP6,PGAP2,PGGHG,HRAS,KRTAP5-6,MIR4298,SCT,CTSD,ZNF195,IFITM1,STIM1,KRTAP5-AS1,TMEM80,IFITM5,BRSK2,PANO1,PTDSS2,TOLLIP-AS1,RPLP2,MIR483,AP2A2,MIR6744,SYT8,KRTAP5-3,CD81,LOC101927708,DRD4,CRACR2B,FAM99A,LMNTD2,CARS,CDHR5,TRPM5,PHLDA2,MIR4686,LOC143666,KCNQ1,RHOG,PNPLA2,MRGPRE,MIR210HG,ART5,RRM1,KCNQ1DN,DUSP8,OSBPL5,LINC01219,IFITM10,CDKN1C,IFITM2,SNORA54	NA	NUP98_oncogene/fusion,HRAS_oncogene,CARS_TSG/fusion
chr11_5745923_6141621	OR56B4,OR56A3,OR56A5,OR52E8,OR56A1,OR52N2,OR52E4,OR52E6,OR52N5,OR52N1,OR52N4,OR52L1,OR56B1,OR56A4	Olfactory transduction_OR56B4/OR56A3/OR56A5/OR52E8/OR56A1/OR52N2/OR52E4/OR52E6/OR52N5/OR52N1/OR52N4/OR52L1/OR56B1/OR56A4	NA
chr11_7268423_7460133	SYT9,LOC100506258	NA	NA
chr11_10942979_14804307	RRAS2,MIR8070,CSNK2A3,COPB1,USP47,SPON1,TEAD1,MIR6124,PSMA1,RASSF10,DKK3,LOC101928132,BTBD10,MIR4299,PARVA,MICAL2,FAR1,MICALCL,LOC105376554,LINC00958,ARNTL,PTH,GALNT18,PDE3B	NA	NA
chr11_14887858_15053260	CALCA,CYP2R1,PDE3B	NA	NA
chr11_20307772_20726672	NELL1,SLC6A5,HTATIP2,PRMT3	NA	NA
chr11_21820772_43860260	FSHB,CD44,BBOX1-AS1,FIBIN,DCDC1,BBOX1,LOC105376599,C11orf91,CSTF3-AS1,ELP4,WT1,MPPED2,EHF,LOC105376671,APIP,ABTB2,MIR670HG,DEPDC7,TCP11L1,TRAF6,LINC00678,CAT,SLC1A2,CD59,LOC101928591,NAT10,ELF5,SLC5A12,LMO2,QSER1,CCDC34,SVIP,MIR129-2,LOC105376633,BDNF-AS,HSD17B12,LOC100507205,API5,DCDC5,MIR8054,PAX6,SLC17A6,CAPRIN1,SNORA88,ANO5,TTC17,LINC01499,LOC103312105,HNRNPKP3,CSTF3,BDNF,ANO3,FBXO3,LINC01616,LUZP2,CCDC179,MIR8068,MIR3973,LINC00294,LRRC4C,PAMR1,LIN7C,RCN1,HIPK3,ARL14EP,IMMP1L,COMMD9,DNAJC24,RAG2,FBXO3-AS1,LINC01495,RAG1,EIF3M,LOC100506675,MIR610,WT1-AS,MIR1343,CCDC73,LGR4,LINC01493,FANCF,PRR5L,FJX1,MIR670,MIR8087,PRRG4,LOC101928510,TRIM44,LDLRAD3,KIF18A,DKFZp686K1684,LOC100507144,GAS2,METTL15,PDHX,KIAA1549L,KCNA4,PAUPAR,MUC15,C11orf74	NA	LMO2_oncogene/fusion,FANCF_TSG
chr11_44306468_44934717	TSPAN18,CD82,ALX4	p53 signaling pathway_CD82	NA
chr11_45116955_47525104	CREB3L1,CHRM4,SLC35C1,PRDM11,MYBPC3,MIR4487,LOC101928894,PACSIN3,LARGE2,MIR3160-1,AMBRA1,DGKZ,MIR6745,MIR5582,LOC101928812,CRY2,MIR3160-2,NR1H3,F2,LOC399886,HARBI1,SPI1,LRP4,DDB2,CKAP5,C11orf49,ARHGAP1,C11orf94,PSMC3,CHST1,MADD,MIR7154,SYT13,DKFZp779M0652,SNORD67,RAPSN,ZNF408,ARFGAP2,SLC39A13,ATG13,MDK,CELF1,LOC100507384,MIR4688,ACP2,PEX16,LRP4-AS1,LOC101928943,PHF21A,MAPK8IP1	NA	CREB3L1_TSG,DDB2_oncogene/TSG
chr12_52133085_52588054	ACVR1B,KRT80,GRASP,ACVRL1,SCN8A,OR7E47P,ANKRD33,NR4A1,LOC105369971,FIGNL2,ATG101	NA	NA
chr12_55250952_55361964	TESPA1,MUCL1	NA	NA
chr12_55624759_55668957	OR6C74	NA	NA
chr12_56736031_57112959	STAT2,MIP,SNORD59B,NACA,SPRYD4,BAZ2A,ATP5B,PTGES3,SNORD59A,SNORA105C,RBMS2,GLS2,APOF,TIMELESS	NA	NA
chr12_57286055_58850692	NXPH4,NDUFA4L2,ATP23,SDR9C7,R3HDM2,LOC105369785,AVIL,ARHGAP9,B4GALNT1,NAB2,LOC100506844,SLC26A10,MYO1A,TAC3,GLI1,LRP1,CYP27B1,KIF5A,MIR1228,MBD6,LOC101927583,MARS,CTDSP2,ARHGEF25,METTL21B,INHBC,STAC3,DDIT3,CDK4,MIR616,MIR26A2,RDH16,DCTN2,MIR6759,OS9,STAT6,GPR182,TSFM,DTX3,ZBTB39,NEMP1,MARCH9,TSPAN31,MIR6758,AGAP2,LRP1-AS,SHMT2,AGAP2-AS1,INHBE,PIP4K2C,METTL1	NA	NAB2_TSG/fusion,DDIT3_TSG/fusion,CDK4_oncogene
chr12_58907456_59083999	LOC100506869,LOC101927653	NA	NA
chr12_41607_3774669	NRIP2,CACNA1C,LOC100288778,CCDC77,FAM138D,RHNO1,CRACR2A,CACNA1C-IT2,IQSEC3,CACNA1C-AS4,PRMT8,SLC6A12,CACNA1C-IT3,THCAT155,LOC105369595,RAD52,ADIPOR2,LOC574538,LOC100507424,LOC102723544,CACNA1C-AS1,SLC6A13,B4GALNT3,NINJ2,FOXM1,FBXL14,CACNA1C-AS2,CACNA2D4,LOC100049716,WNT5B,WNK1,DCP1B,LINC00942,TULP3,KDM5A,MIR3649,LRTM2,ITFG2,LOC283440,ERC1,FKBP4,LINC00940,TEAD4,TSPAN9,LOC101929384	NA	KDM5A_oncogene/fusion
